question_id ;question_english;correct_answer_english;incorrect_answer_1_english;incorrect_answer_2_english;incorrect_answer_3_english;question_french;correct_answer_french;incorrect_answer_1_french;incorrect_answer_2_french;incorrect_answer_3_french
A-003-003-003;What two ways could a dip meter be used in an amateur station?;To measure resonant frequencies of antenna traps and to measure a tuned circuit resonant frequency;To measure antenna resonance and impedance;To measure antenna resonance and percentage modulation;To measure resonant frequency of antenna traps and percentage modulation;Quelle est l'utilité d'un ondemètre dynamique ("dip meter") dans une station de radioamateur (2 utilisations)?;Mesurer la fréquence de résonance des pièges d'antennes et la fréquence de résonance d'un circuit syntonisé;Mesurer la résonance et l'impédance d'une antenne;Mesurer la résonance d'une antenne et le pourcentage de modulation;Mesurer la résonance des pièges d'antennes et le pourcentage de modulation
A-003-003-004;A dip meter supplies the radio frequency energy which enables you to check:;the resonant frequency of a circuit;the calibration of an absorption-type wavemeter;the impedance mismatch in a circuit;the adjustment of an inductor;Un ondemètre dynamique ("dip meter") fournit une partie de l'énergie de la radiofréquence qui vous permet de vérifier :;la fréquence de résonance d'un circuit;l'étalonnage d'un ondemètre à absorption;le manque d'adaptation d'impédance dans un circuit;le réglage d'une inductance
A-003-003-005;A dip meter may not be used directly to:;measure the value of capacitance or inductance;align transmitter-tuned circuits;determine the frequency of oscillations;align receiver-tuned circuits;On ne peut pas utiliser directement un ondemètre dynamique ("dip meter") pour :;mesurer des valeurs de capacité ou d'inductance;syntoniser les circuits accordés d'un émetteur;déterminer la fréquence des oscillations;syntoniser les circuits accordés d'un récepteur
A-003-003-006;The dial calibration on the output attenuator of a signal generator:;reads accurately only when the attenuator is properly terminated;always reads the true output of the signal generator;reads twice the true output when the attenuator is properly terminated;reads half the true output when the attenuator is properly terminated;La graduation sur l'atténuateur de sortie d'un générateur de signaux :;permet de lire avec précision seulement quand l'atténuateur est bien adapté;permet de toujours lire la sortie exacte du générateur de signaux;permet de lire deux fois la sortie exacte quand l'atténuateur est bien adapté;permet de lire la moitié de la sortie exacte quand l'atténuateur est bien adapté
A-003-003-007;What is a signal generator?;A high-stability oscillator which can produce a wide range of frequencies and amplitudes;A low-stability oscillator which sweeps through a range of frequencies;A low-stability oscillator used to inject a signal into a circuit under test;A high-stability oscillator which generates reference signals at exact frequency intervals;Qu'est-ce qu'un générateur de signaux?;Un oscillateur de grande stabilité qui peut produire une gamme étendue de fréquences et d'amplitudes;Un oscillateur peu stable qui balaie une gamme de fréquences;Un oscillateur peu stable utilisé pour injecter un signal dans un circuit à tester;Un oscillateur de grande stabilité qui génère des signaux de référence à des intervalles précis de fréquence
A-003-003-008;A dip meter:;should be loosely coupled to the circuit under test;should be tightly coupled to the circuit under test;may be used only with series tuned circuits;accurately measures frequencies;Un ondemètre dynamique ("dip meter") :;doit être couplé plutôt légèrement au circuit à vérifier;doit être couplé de manière serrée au circuit à vérifier;peut être utilisé seulement avec les circuits syntonisés en série;mesure les fréquences avec précision
A-003-003-009;Which two instruments are needed to measure FM receiver sensitivity for a 12 dB SINAD ratio (signal + noise + distortion over noise + distortion)?;Calibrated RF signal generator with FM tone modulation and total harmonic distortion (THD) analyzer;RF signal generator with FM tone modulation and a deviation meter;Oscilloscope and spectrum analyzer;Receiver noise bridge and total harmonic distortion analyser;Quels deux instruments permettent de mesurer la sensibilité d'un récepteur FM pour un rapport SINAD de 12 dB (signal + bruit + distorsion sur bruit + distorsion)?;Un générateur de signaux RF avec une sortie graduée et modulation FM par tonalité, en plus d'un analyseur de distorsion harmonique ("THD");Un générateur de signaux RF avec modulation FM par tonalité, en plus d'un excursiomètre ("deviation meter");Un oscilloscope et un analyseur de spectre;Un pont de bruit ("RX noise bridge") et un analyseur de distorsion harmonique ("THD")
A-003-003-010;The dip meter is most directly applicable to:;parallel tuned circuits;operational amplifier circuits;digital logic circuits;series tuned circuits;L'ondemètre dynamique ("dip meter") s'applique directement aux :;circuits syntonisés en parallèle;circuits d'amplificateurs sous tension;circuits logiques numériques;circuits syntonisés en série
A-003-003-011;Which of the following is not a factor affecting the frequency accuracy of a dip meter?;Transmitter power output;Hand capacity;Stray capacity;Over coupling;Parmi les facteurs suivants, lequel n'affecte pas la précision d'un ondemètre dynamique ("dip meter")?;La puissance de sortie de l'émetteur;Les effets de capacité dus à la manipulation;Les effets de capacité dus aux objets environnants;Le couplage inadéquat ("surcouplage")
A-003-004-001;What does a frequency counter do?;It makes frequency measurements;It measures frequency deviation;It generates broad-band white noise for calibration;It produces a reference frequency;Quel est l'usage d'un fréquencemètre?;Il sert à mesurer les fréquences;Il mesure l'excursion de fréquence;Il génère un bruit blanc à large bande pour l'étalonnage;Il produit une fréquence de référence
A-003-004-002;What factors limit the accuracy, frequency response and stability of a frequency counter?;Time base accuracy, speed of the logic, and time base stability;Time base accuracy, temperature coefficient of the logic and time base stability;Number of digits in the readout, speed of the logic, and time base stability;Number of digits in the readout, external frequency reference and temperature coefficient of the logic;Quels facteurs limitent la précision, la réponse en fréquence et la stabilité d'un fréquencemètre?;La précision de la base de temps, la vitesse du circuit logique et la stabilité de la base de temps;La précision de la base de temps, le coefficient de température du circuit logique et la stabilité de la base de temps;Le nombre de chiffres sur l'affichage, la vitesse du circuit logique et la stabilité de la base de temps;Le nombre de chiffres sur l'affichage, la référence externe à la fréquence et le coefficient de température du circuit logique
A-003-004-003;How can the accuracy of a frequency counter be improved?;By increasing the accuracy of the time base;By using slower digital logic;By using faster digital logic;By improving the accuracy of the frequency response;Comment peut-on améliorer la précision d'un fréquencemètre?;En améliorant la précision de la base de temps;En utilisant un circuit logique plus lent;En utilisant un circuit logique plus rapide;En améliorant la précision de la réponse en fréquence
A-003-004-004;If a frequency counter with a time base accuracy of +/- 0.1 PPM (parts per million) reads 146 520 000 Hz, what is the most that the actual frequency being measured could differ from that reading?;14.652 Hz;0.1 MHz;1.4652 Hz;1.4652 kHz;Si la base de temps d'un fréquencemètre est d'une précision nominale de plus ou moins 0,1 PPM (parties par million), quelle serait l'erreur maximale sur une fréquence de 146 520 000 Hz?;14,652 Hz;0,1 MHz;1,4652 Hz;1,4652 kHz
A-003-004-005;If a frequency counter, with a time base accuracy of 10 PPM (parts per million) reads 146 520 000 Hz, what is the most the actual frequency being measured could differ from that reading?;1465.2 Hz;146.52 Hz;146.52 kHz;1465.2 kHz;Si la précision de la base de temps d'un fréquencemètre est de 10 PPM (parties par million), quel écart maximal peut donner la lecture d'une fréquence de 146 520 000 Hz?;1465,2 Hz;146,52 Hz;146,52 kHz;1465,2 kHz
A-003-004-006;The clock in a frequency counter normally uses a:;crystal oscillator;self-oscillating Hartley oscillator;mechanical tuning fork;free-running multivibrator;L'horloge d'un fréquencemètre numérique utilise ordinairement :;un oscillateur à cristal;un oscillateur Hartley;un diapason mécanique;un multivibrateur astable
A-003-004-007;The frequency accuracy of a frequency counter is determined by:;the characteristics of the internal time-base generator;the size of the frequency counter;type of display used in the counter;the number of digits displayed;La précision d'un fréquencemètre numérique est déterminée par :;les caractéristiques de sa base de temps interne;les dimensions de l'appareil;le genre d'affichage utilisé;le nombre de chiffres affichés
A-003-004-008;Which device relies on a stable low-frequency oscillator, with harmonic output, to facilitate the frequency calibration of receiver dial settings?;Frequency-marker generator;Signal generator;Harmonic calibrator;Frequency counter;Quel dispositif utilise un oscillateur de basse fréquence stable, mais riche en harmoniques, pour faciliter l'étalonnage en fréquence du cadran d'accord d'un récepteur?;Générateur de repères ("marker generator");Générateur de signaux;Calibrateur harmonique;Fréquencemètre
A-003-004-009;What is the traditional way of verifying the accuracy of a crystal calibrator?;Zero-beat the crystal oscillator against a standard frequency station such as WWV;Compare the oscillator with your transmitter;Use a dip-meter to determine the oscillator's fundamental frequency;Compare the oscillator with your receiver;Quelle est la méthode traditionnelle pour vérifier la précision d'un oscillateur d'étalonnage à cristal ("crystal calibrator")?;Amener l'oscillateur en battement nul ("zero-beat") avec le signal d'une station horaire, telle WWV;Comparer l'oscillateur avec votre émetteur;Utiliser un ondemètre dynamique ("dip-meter") pour déterminer la fréquence fondamentale de l'oscillateur;Comparer l'oscillateur avec votre récepteur
A-003-004-010;Out of the following oscillators, one is NOT, by itself, considered a high-stability reference:;voltage-controlled crystal oscillator (VCXO);temperature compensated crystal oscillator (TCXO);oven-controlled crystal oscillator (OCXO);GPS disciplined oscillator (GPSDO);Des oscillateurs suivants, un seul n'est PAS, en soi, considéré de haute stabilité :;Oscillateur à cristal commandé en tension (VCXO);Oscillateur à cristal à compensation de température (TCXO);Oscillateur à cristal à enceinte à température régulée (OCXO);Oscillateur asservi à un récepteur GPS (GPSDO)
